#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Absiella argi	Bacteria	Terrabacteria group	Firmicutes	pABar1	NZ_AP019696.1	AP019696	4.73	34.4397	6	-	-	-	6	-
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	pSE16-SA00356	NZ_CP034075.1	CP034075	42.663	41.3379	44	-	-	-	50	6
Salmonella enterica subsp. diarizonae serovar 48:i:z	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20121591.1	NZ_CP029990.1	CP029990	121.189	51.3157	120	-	-	-	132	12
Salmonella enterica subsp. diarizonae serovar 59:z10:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051472.1	-	CP030027.1	169.096	51.9474	166	-	-	-	200	34
Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022136.1	CP022136	85.657	43.2994	83	-	-	-	83	-
Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022137.1	CP022137	66.457	51.495	69	-	-	-	76	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p3K	NZ_CP007488.1	CP007488	3.208	49.2207	4	-	-	-	6	2
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTM	NZ_CP007489.1	CP007489	93.965	53.1315	110	-	-	-	122	12
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP020923.1	CP020923	116.677	52.9282	116	-	-	-	140	24
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP020924.1	CP020924	65.419	40.2207	60	-	-	-	71	11
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pST1120	NZ_CP021910.1	CP021910	6.863	46.0003	3	-	-	-	3	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE08-00436-1	NZ_CP020493.1	CP020493	264.914	47.1798	258	-	-	-	277	19
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE08-00436-2	NZ_CP020494.1	CP020494	54.067	51.3252	59	-	-	-	66	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11065-1	NZ_CP022661.1	CP022661	143.77	51.0941	124	-	-	-	143	19
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11065-2	NZ_CP022662.1	CP022662	132.606	49.3447	63	-	2	-	100	35
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11060-1	NZ_CP022659.1	CP022659	70.062	52.9788	69	-	-	-	83	14
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11060-2	NZ_CP022660.1	CP022660	290.957	51.3011	241	-	1	-	315	73
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE15-SA01028	NZ_CP026661.1	CP026661	310.921	47.7105	316	-	-	-	341	25
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pUO-STmRV1	NZ_CP018220.1	CP018220	197.365	52.2909	218	-	-	-	246	28
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSalMiami	NZ_CP023469.1	CP023469	94.044	49.6555	88	-	-	-	109	21
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSalSendai	NZ_CP023471.1	CP023471	81.125	51.3307	90	-	-	-	101	11
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSJO-60984	NZ_CP025277.1	CP025277	266.48	45.4931	268	-	-	-	281	13
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p12-0523.1	NZ_CP039278.1	CP039278	28.751	36.0335	39	-	-	-	39	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA122-1	NZ_CP033224.2	CP033224	181.747	46.6786	184	-	-	-	205	21
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA122-2	NZ_CP033225.2	CP033225	6.758	46.2267	3	-	-	-	6	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA244-1	NZ_CP033253.2	CP033253	149.567	45.6451	146	-	-	-	158	12
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA244-2	NZ_CP033254.2	CP033254	60.381	42.2997	75	-	-	-	77	2
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1096	NZ_CP033347.2	CP033347	297.348	46.6928	290	-	-	-	323	33
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA629	NZ_CP033351.2	CP033351	210.674	45.2396	215	-	-	-	224	9
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA231	NZ_CP033349.2	CP033349	33.309	41.8506	42	-	-	-	47	5
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-1	NZ_CP033353.2	CP033353	255.327	47.8872	254	-	-	-	300	46
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-2	NZ_CP033354.2	CP033354	41.696	45.3665	47	-	-	-	48	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-3	NZ_CP033355.2	CP033355	61.841	42.4362	77	-	-	-	80	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA12	NZ_CP033256.1	CP033256	147.918	44.9729	150	-	-	-	161	11
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pST1539	NZ_CP035302.1	CP035302	93.876	53.1116	104	-	-	-	113	9
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0407-1	NZ_CP044178.1	CP044178	44.544	47.3936	61	-	-	-	67	6
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0407-2	NZ_CP044179.1	CP044179	35.315	46.1589	35	-	-	-	38	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0407-3	NZ_CP044180.1	CP044180	106.569	49.9695	131	-	3	-	135	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0402	NZ_CP044187.1	CP044187	62.424	52.813	66	-	-	-	79	13
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0401-1	NZ_CP044189.1	CP044189	90.935	52.0713	115	-	-	-	128	13
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0401-2	NZ_CP044190.1	CP044190	120.39	50.9752	133	-	-	-	161	28
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0403	NZ_CP044185.1	CP044185	49.153	49.2483	65	-	-	-	68	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA300-1	NZ_CP033382.1	CP033382	209.815	46.8908	194	-	-	-	221	27
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA300-2	NZ_CP033383.1	CP033383	34.769	48.4455	32	-	-	-	39	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1007-1	NZ_CP033385.1	CP033385	181.821	45.7483	177	-	-	-	188	11
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1007-2	NZ_CP033386.1	CP033386	52.922	49.59	42	-	-	-	57	15
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-2	NZ_CP033357.1	CP033357	33.334	41.8582	34	-	-	-	37	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-3	NZ_CP033358.1	CP033358	5.431	47.1368	6	-	-	-	8	2
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-1	NZ_CP033359.1	CP033359	50.864	51.9896	53	-	-	-	57	4
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	plas4.1.1	NZ_CP047116.1	CP047116	190.174	47.3624	180	-	-	-	197	17
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-5333.1	NZ_CP039562.1	CP039562	178.506	52.2207	200	-	-	-	230	30
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-5333.2	NZ_CP039563.1	CP039563	4.148	42.5747	6	-	-	-	6	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-4425.1	NZ_CP039559.1	CP039559	246.505	45.9135	231	-	-	-	250	19
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-4425.2	NZ_CP039560.1	CP039560	93.838	53.1139	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-7727.1	NZ_CP039566.1	CP039566	93.838	53.116	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.1	NZ_CP039573.1	CP039573	4.593	50.4246	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.2	NZ_CP039574.1	CP039574	4.418	52.9199	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.3	NZ_CP039575.1	CP039575	3.003	45.2547	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0225.1	NZ_CP039586.1	CP039586	93.927	53.1168	102	-	-	-	111	9
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0225.2	NZ_CP039587.1	CP039587	59.143	42.617	67	-	-	-	68	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-8136.1	NZ_CP039568.1	CP039568	93.837	53.1166	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-0642.1	NZ_CP039570.1	CP039570	4.593	50.4463	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-0642.2	NZ_CP039571.1	CP039571	4.418	52.9199	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3881.1	NZ_CP039580.1	CP039580	125.502	53.2892	134	-	-	-	151	17
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3881.2	NZ_CP039581.1	CP039581	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-8609.1	NZ_CP039583.1	CP039583	94	53.1287	102	-	-	-	109	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-8609.2	NZ_CP039584.1	CP039584	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0813.1	NZ_CP039594.1	CP039594	6.76	46.287	2	-	-	-	4	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.1	NZ_CP039596.1	CP039596	93.838	53.1149	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.2	NZ_CP039597.1	CP039597	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.3	NZ_CP039598.1	CP039598	1.968	52.7947	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.1	NZ_CP039600.1	CP039600	38.266	41.9067	45	-	-	-	46	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.2	NZ_CP039601.1	CP039601	3.751	52.1994	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.3	NZ_CP039602.1	CP039602	3.374	55.246	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.1	NZ_CP039604.1	CP039604	90.972	49.8692	97	-	-	-	101	4
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.2	NZ_CP039605.1	CP039605	38.556	56.2377	31	-	-	-	42	11
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.3	NZ_CP039606.1	CP039606	4.697	49.6913	7	-	-	-	9	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p14-7355.1	NZ_CP039608.1	CP039608	3.351	55.0582	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p14-7355.2	NZ_CP039609.1	CP039609	2.699	50.389	1	-	-	-	3	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0230.1	NZ_CP039589.1	CP039589	2.617	54.6427	-	-	-	-	1	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0230.2	NZ_CP039590.1	CP039590	1.978	57.1284	1	-	-	-	3	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-3649.1	NZ_CP039714.1	CP039714	98.012	48.8185	100	-	-	-	102	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-3649.2	NZ_CP039715.1	CP039715	93.838	53.116	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3184.1	NZ_CP039717.1	CP039717	248.353	45.9833	232	-	-	-	251	19
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3184.2	NZ_CP039718.1	CP039718	93.838	53.1139	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0228.1	NZ_CP039720.1	CP039720	4.418	52.9199	6	-	-	-	6	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0972.1	NZ_CP039855.1	CP039855	93.897	53.1263	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.1	NZ_CP039857.1	CP039857	249.601	45.9882	235	-	-	-	247	12
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.2	NZ_CP039858.1	CP039858	4.073	51.4363	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.3	NZ_CP039859.1	CP039859	2.883	49.7399	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.1	NZ_CP039861.1	CP039861	245.375	46.3385	242	-	-	-	258	16
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.2	NZ_CP039862.1	CP039862	91.904	48.0958	103	-	3	-	106	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.3	NZ_CP039863.1	CP039863	6.306	47.4944	9	-	-	-	10	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.4	NZ_CP039864.1	CP039864	5.31	51.1111	5	-	-	-	9	4
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20070548.1	NZ_CP040652.1	CP040652	84.296	49.7449	86	-	-	-	109	23
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20070548.2	NZ_CP040653.1	CP040653	3.372	55.1008	4	-	-	-	6	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20082869.1	NZ_CP040669.1	CP040669	107.56	53.4065	117	-	-	-	137	20
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20082869.2	NZ_CP040670.1	CP040670	3.208	49.3766	4	-	-	-	6	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20143792.1	NZ_CP041027.1	CP041027	190.723	52.9092	217	-	-	-	253	36
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20143792.2	NZ_CP041028.1	CP041028	4.236	53.9896	8	-	-	-	9	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.1	NZ_CP044962.1	CP044962	126.75	51.3231	136	-	-	-	157	21
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.2	NZ_CP044963.1	CP044963	4.072	51.4244	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.3	NZ_CP044964.1	CP044964	3.353	55.085	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.4	NZ_CP044965.1	CP044965	1.888	51.3242	2	-	-	-	3	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.5	NZ_CP044966.1	CP044966	1.541	54.3154	1	-	-	-	3	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.1	NZ_CP044958.1	CP044958	247.576	45.9592	252	-	-	-	279	27
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.2	NZ_CP044959.1	CP044959	93.838	53.1139	108	-	-	-	120	12
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.3	NZ_CP044960.1	CP044960	91.139	49.9424	113	-	-	-	124	11
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.1	NZ_CP044968.1	CP044968	245.071	45.9271	249	-	-	-	277	28
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.2	NZ_CP044969.1	CP044969	93.724	53.1134	106	-	-	-	120	14
Salmonella enterica subsp. enterica serovar 4,12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pN17-0346	NZ_CP031291.1	CP031291	34.092	41.8544	42	-	-	-	49	7
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS009991_S1	NZ_CP037880.1	CP037880	40.085	40.8806	48	-	-	-	49	1
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014863_S1	NZ_CP037878.1	CP037878	6.76	46.287	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS009777_S1	NZ_CP036173.1	CP036173	4.418	52.9199	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014854_S1	NZ_CP037873.1	CP037873	93.844	53.1147	104	-	-	-	113	9
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS015054_S2	NZ_CP037875.1	CP037875	247.701	45.9611	246	-	-	-	265	19
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS015054_S3	NZ_CP037876.1	CP037876	96.545	53.1742	105	-	-	-	114	9
Salmonella enterica subsp. enterica serovar Adjame	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP049876.1	87.433	50.3311	89	-	-	-	96	7
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	pSAG-76334	NZ_CP025455.1	CP025455	96.532	50.4838	114	-	-	-	129	15
Salmonella enterica subsp. enterica serovar Agona str. SL483	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_011148.1	CP001137	37.978	40.7446	51	-	-	-	51	-
Salmonella enterica subsp. enterica serovar Albany	Bacteria	Proteobacteria	Gammaproteobacteria	psg_wt5	NZ_CP037994.1	CP037994	84.511	49.9852	91	-	-	-	94	3
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM04	NZ_CP013224.1	CP013224	112.176	52.2465	113	-	-	-	119	6
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM05	NZ_CP013225.1	CP013225	3.371	55.1172	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM02	NZ_CP013221.1	CP013221	112.176	52.2465	112	-	-	-	118	6
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM03	NZ_CP013223.1	CP013223	3.371	55.1172	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pR16.0676_34k	NZ_CP029801.1	CP029801	34.063	48.7039	49	-	-	-	50	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pR16.0676_90k	NZ_CP029802.1	CP029802	90.137	52.7941	116	-	-	-	129	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN076215	NZ_CP033339.1	CP033339	104.123	50.4701	91	-	-	-	118	27
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p77k	NZ_CP045514.1	CP045514	77.622	55.2421	72	-	-	-	87	15
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-3973_DHA_CMY	NZ_CP045467.1	CP045467	195.486	51.4763	233	-	-	-	252	19
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3851_DHA	NZ_CP045462.1	CP045462	90.138	52.7802	116	-	-	-	129	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p48k	NZ_CP045463.1	CP045463	48.53	44.2695	53	-	-	-	53	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_CMY	NZ_CP045519.1	CP045519	106.855	50.6088	118	-	-	-	122	4
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_DHA	NZ_CP045520.1	CP045520	90.138	52.7802	116	-	-	-	129	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_MCR64k	NZ_CP045521.1	CP045521	63.762	42.058	73	-	-	-	75	2
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3471_DHA	NZ_CP045459.1	CP045459	89.619	52.7109	115	-	-	-	128	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3471_MCR33k	NZ_CP045460.1	CP045460	33.309	41.8445	37	-	-	-	38	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-5360_DHA	NZ_CP045510.1	CP045510	90.966	52.7747	118	-	-	-	131	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p55k	NZ_CP045511.1	CP045511	54.907	51.5399	70	-	-	-	70	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p48k	NZ_CP045512.1	CP045512	48.53	44.2736	53	-	-	-	53	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-4737_DHA	NZ_CP045517.1	CP045517	86.794	52.5082	115	-	-	-	127	12
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-1727	NZ_CP014622.1	CP014622	97.041	49.3121	102	-	-	-	107	5
